tof	yint	yerr
11.27759 	7586	87.09764635
11.29456 	8593	92.6984358
11.31154 	9801	99
11.32851 	11470	107.0980859
11.34548 	13900	117.8982612
11.36246 	17345	131.7004176
11.37943 	22650	150.4991694
11.39641 	29687	172.2991584
11.41338 	39363	198.4011089
11.43036 	52349	228.7990385
11.44733 	71022	266.499531
11.46431 	96597	310.8005792
11.48128 	116759	341.700161
11.49826 	113569	337
11.51523 	88209	297
11.53220 	54569	233.6000856
11.54918 	29070	170.4992669
11.56615 	15203	123.3004461
11.58313 	10080	100.3992032
11.60010 	8281	91
11.61708 	6956	83.40263785
11.63405 	6273	79.20227269
11.65103 	5730	75.69676347
11.66800 	5358	73.19836064
11.68498 	5155	71.79832867
11.70195 	4956	70.39886363
11.71892 	4761	69
11.73590 	4720	68.70225615
11.75287 	4583	67.69785816
11.76985 	4583	67.69785816
11.78682 	4396	66.30233782
11.80380 	4369	66.09841148
11.82077 	4264	65.29931087
11.83775 	4238	65.0999232
11.85472 	4251	65.19969325
11.87170 	4251	65.19969325
11.88867 	4264	65.29931087
11.90564 	4199	64.79969136
11.92262 	4186	64.69930448
11.93959 	4173	64.5987616
11.95657 	4173	64.5987616
11.97354 	4045	63.60031446
11.99052 	4032	63.49803147
12.00749 	4096	64
12.02447 	4058	63.70243323
12.04144 	3994	63.19810124
12.05842 	3956	62.89674077
12.07539 	3944	62.80127387
12.09236 	3944	62.80127387
12.10934 	3944	62.80127387
12.12631 	3956	62.89674077
12.14329 	3944	62.80127387
12.16026 	3919	62.6019169
12.17724 	3919	62.6019169
12.19421 	3856	62.09669879
12.21119 	3869	62.20128616
12.22816 	3881	62.29767251
12.24514 	3807	61.7008914
12.26211 	3807	61.7008914
12.27908 	3807	61.7008914
12.29606 	3745	61.19640512
12.31303 	3721	61
12.33001 	3795	61.60357133
12.34698 	3844	62
12.36396 	3844	62
12.38093 	3844	62
12.39791 	3856	62.09669879
12.41488 	3795	61.60357133
12.43186 	3819	61.79805822
12.44883 	3795	61.60357133
12.46580 	3795	61.60357133
12.48278 	3869	62.20128616
12.49975 	3931	62.69768736
12.51673 	3919	62.6019169
12.53370 	3832	61.90315016
12.55068 	3721	61
12.56765 	3721	61
12.58463 	3697	60.80296045
12.60160 	3672	60.59702963
12.61858 	3782	61.49796745
12.63555 	3745	61.19640512
12.65252 	3721	61
12.66950 	3684	60.69596362
12.68647 	3660	60.49793385
12.70345 	3648	60.39867548
12.72042 	3684	60.69596362
12.73740 	3709	60.90155991
12.75437 	3636	60.29925373
12.77135 	3709	60.90155991
12.78832 	3636	60.29925373
12.80530 	3758	61.3025285
12.82227 	3782	61.49796745
12.83924 	3721	61
12.85622 	3709	60.90155991
12.87319 	3745	61.19640512
12.89017 	3782	61.49796745
12.90714 	3721	61
12.92412 	3745	61.19640512
12.94109 	3819	61.79805822
12.95807 	3770	61.40032573
12.97504 	3881	62.29767251
12.99202 	3856	62.09669879
13.00899 	3956	62.89674077
13.02596 	4096	64
13.04294 	4212	64.89992296
13.05991 	4436	66.60330322
13.07689 	4692	68.49817516
13.09386 	5027	70.9013399
13.11084 	5476	74
13.12781 	6006	77.49838708
13.14479 	6790	82.4014563
13.16176 	7939	89.10106621
13.17874 	9332	96.60227741
13.19571 	10609	103
13.21268 	11342	106.4988263
13.22966 	10795	103.8989894
13.24663 	9158	95.69743988
13.26361 	7413	86.09878048
13.28058 	5960	77.20103626
13.29756 	4942	70.29935988
13.31453 	4422	66.49812027
13.33151 	4277	65.39877675
13.34848 	4058	63.70243323
13.36546 	3919	62.6019169
13.38243 	3795	61.60357133
13.39940 	3709	60.90155991
13.41638 	3697	60.80296045
13.43335 	3564	59.69924623
13.45033 	3540	59.49789912
13.46730 	3588	59.89991653
13.48428 	3588	59.89991653
13.50125 	3481	59
13.51823 	3469	58.89821729
13.53520 	3481	59
13.55218 	3446	58.70264049
13.56915 	3457	58.79625838
13.58612 	3329	57.69748695
13.60310 	3376	58.10335619
13.62007 	3329	57.69748695
13.63705 	3352	57.8964593
13.65402 	3434	58.6003413
13.67100 	3283	57.2974694
13.68797 	3364	58
13.70495 	3399	58.30094339
13.72192 	3352	57.8964593
13.73890 	3249	57
13.75587 	3295	57.40209055
13.77284 	3295	57.40209055
13.78982 	3272	57.20139858
13.80679 	3260	57.09640969
13.82377 	3181	56.40035461
13.84074 	3204	56.60388679
13.85772 	3352	57.8964593
13.87469 	3329	57.69748695
13.89167 	3260	57.09640969
13.90864 	3306	57.49782605
13.92562 	3226	56.79788728
13.94259 	3226	56.79788728
13.95956 	3295	57.40209055
13.97654 	3272	57.20139858
13.99351 	3238	56.90342696
14.01049 	3192	56.49778757
14.02746 	3192	56.49778757
14.04444 	3158	56.19608527
14.06141 	3181	56.40035461
14.07839 	3170	56.30275304
14.09536 	3181	56.40035461
14.11234 	3136	56
14.12931 	3114	55.80322571
14.14628 	3204	56.60388679
14.16326 	3238	56.90342696
14.18023 	3226	56.79788728
14.19721 	3238	56.90342696
14.21418 	3226	56.79788728
14.23116 	3158	56.19608527
14.24813 	3147	56.09812831
14.26511 	3147	56.09812831
14.28208 	3215	56.70097001
14.29906 	3158	56.19608527
14.31603 	3158	56.19608527
14.33300 	3181	56.40035461
14.34998 	3102	55.69560126
14.36695 	3249	57
14.38393 	3215	56.70097001
14.40090 	3181	56.40035461
14.41788 	3114	55.80322571
14.43485 	3125	55.90169944
14.45183 	3170	56.30275304
14.46880 	3170	56.30275304
14.48578 	3147	56.09812831
14.50275 	3125	55.90169944
14.51972 	3058	55.29918625
14.53670 	3058	55.29918625
14.55367 	3080	55.4977477
14.57065 	3158	56.19608527
14.58762 	2992	54.69917732
14.60460 	2970	54.49770637
14.62157 	3058	55.29918625
14.63855 	3036	55.09990926
14.65552 	2959	54.39669108
14.67250 	2938	54.20332093
14.68947 	3003	54.79963504
14.70644 	3025	55
14.72342 	3091	55.5967625
14.74039 	3014	54.89990893
14.75737 	3080	55.4977477
14.77434 	2981	54.59853478
14.79132 	3014	54.89990893
14.80829 	2927	54.10175598
14.82527 	2981	54.59853478
14.84224 	2992	54.69917732
14.85922 	3025	55
14.87619 	3036	55.09990926
14.89317 	3036	55.09990926
14.91014 	3047	55.19963768
14.92711 	3036	55.09990926
14.94409 	3047	55.19963768
14.96106 	3003	54.79963504
14.97804 	2948	54.29548784
14.99501 	2927	54.10175598
15.01199 	2959	54.39669108
15.02896 	2970	54.49770637
15.04594 	2981	54.59853478
15.06291 	2959	54.39669108
15.07989 	2938	54.20332093
15.09686 	2938	54.20332093
15.11383 	2970	54.49770637
15.13081 	2992	54.69917732
15.14778 	2905	53.89805191
15.16476 	2938	54.20332093
15.18173 	2981	54.59853478
15.19871 	2981	54.59853478
15.21568 	2981	54.59853478
15.23266 	3014	54.89990893
15.24963 	3025	55
15.26661 	3058	55.29918625
15.28358 	3047	55.19963768
15.30055 	3069	55.39855594
15.31753 	3080	55.4977477
15.33450 	3147	56.09812831
15.35148 	3295	57.40209055
15.36845 	3318	57.6020833
15.38543 	3376	58.10335619
15.40240 	3399	58.30094339
15.41938 	3352	57.8964593
15.43635 	3249	57
15.45333 	3147	56.09812831
15.47030 	3170	56.30275304
15.48727 	3114	55.80322571
15.50425 	3226	56.79788728
15.52122 	3136	56
15.53820 	3158	56.19608527
15.55517 	3318	57.6020833
15.57215 	3329	57.69748695
15.58912 	3446	58.70264049
15.60610 	3516	59.29586832
15.62307 	3807	61.7008914
15.64005 	4096	64
15.65702 	4343	65.90144156
15.67399 	4476	66.90291473
15.69097 	4610	67.89698079
15.70794 	4422	66.49812027
15.72492 	4330	65.80273551
15.74189 	4225	65
15.75887 	4199	64.79969136
15.77584 	4316	65.69627082
15.79282 	4665	68.30080527
15.80979 	5013	70.80254233
15.82677 	5256	72.49827584
15.84374 	5314	72.89718787
15.86071 	5055	71.09852319
15.87769 	4692	68.49817516
15.89466 	4316	65.69627082
15.91164 	4173	64.5987616
15.92861 	4007	63.30086887
15.94559 	4045	63.60031446
15.96256 	4290	65.49809158
15.97954 	4502	67.09694479
15.99651 	4692	68.49817516
16.01349 	4610	67.89698079
16.03046 	4212	64.89992296
16.04743 	3819	61.79805822
16.06441 	3516	59.29586832
16.08138 	3306	57.49782605
16.09836 	3170	56.30275304
16.11533 	3080	55.4977477
16.13231 	2970	54.49770637
16.14928 	2927	54.10175598
16.16626 	2927	54.10175598
16.18323 	2927	54.10175598
16.20021 	2916	54
16.21718 	2894	53.79591063
16.23415 	2862	53.4976635
16.25113 	2862	53.4976635
16.26810 	2788	52.80151513
16.28508 	2820	53.10367219
16.30205 	2862	53.4976635
16.31903 	2830	53.19774431
16.33600 	2798	52.89612462
16.35298 	2777	52.69724851
16.36995 	2820	53.10367219
16.38693 	2873	53.60037313
16.40390 	2820	53.10367219
16.42087 	2830	53.19774431
16.43785 	2830	53.19774431
16.45482 	2830	53.19774431
16.47180 	2788	52.80151513
16.48877 	2725	52.20153254
16.50575 	2756	52.49761899
16.52272 	2694	51.90375709
16.53970 	2777	52.69724851
16.55667 	2852	53.40411969
16.57365 	2809	53
16.59062 	2798	52.89612462
16.60759 	2663	51.60426339
16.62457 	2704	52
16.64154 	2581	50.80354318
16.65852 	2601	51
16.67549 	2621	51.19570294
16.69247 	2694	51.90375709
16.70944 	2746	52.40229003
16.72642 	2777	52.69724851
16.74339 	2704	52
16.76037 	2735	52.29722746
16.77734 	2704	52
16.79431 	2820	53.10367219
16.81129 	2841	53.30103188
16.82826 	2788	52.80151513
16.84524 	2820	53.10367219
16.86221 	2852	53.40411969
16.87919 	2916	54
16.89616 	2884	53.70288633
16.91314 	2809	53
16.93011 	2830	53.19774431
16.94709 	2852	53.40411969
16.96406 	2820	53.10367219
16.98103 	2777	52.69724851
16.99801 	2725	52.20153254
17.01498 	2694	51.90375709
17.03196 	2652	51.49757276
17.04893 	2683	51.79768335
17.06591 	2714	52.09606511
17.08288 	2683	51.79768335
17.09986 	2767	52.60228132
17.11683 	2725	52.20153254
17.13381 	2683	51.79768335
17.15078 	2673	51.70106382
17.16775 	2642	51.4003891
17.18473 	2673	51.70106382
17.20170 	2663	51.60426339
17.21868 	2663	51.60426339
17.23565 	2652	51.49757276
17.25263 	2714	52.09606511
17.26960 	2704	52
17.28658 	2694	51.90375709
17.30355 	2673	51.70106382
17.32053 	2714	52.09606511
17.33750 	2642	51.4003891
17.35447 	2725	52.20153254
17.37145 	2746	52.40229003
17.38842 	2725	52.20153254
17.40540 	2746	52.40229003
17.42237 	2809	53
17.43935 	2714	52.09606511
17.45632 	2704	52
17.47330 	2735	52.29722746
17.49027 	2683	51.79768335
17.50725 	2704	52
17.52422 	2809	53
17.54119 	2767	52.60228132
17.55817 	2704	52
17.57514 	2798	52.89612462
17.59212 	2714	52.09606511
17.60909 	2862	53.4976635
17.62607 	2788	52.80151513
17.64304 	2788	52.80151513
17.66002 	2873	53.60037313
17.67699 	2841	53.30103188
17.69397 	2852	53.40411969
17.71094 	2992	54.69917732
17.72791 	3058	55.29918625
17.74489 	3069	55.39855594
17.76186 	3114	55.80322571
17.77884 	3170	56.30275304
17.79581 	3318	57.6020833
17.81279 	3576	59.79966555
17.82976 	3795	61.60357133
17.84674 	4264	65.29931087
17.86371 	4872	69.79971347
17.88069 	5715	75.59761901
17.89766 	6839	82.69824666
17.91463 	8427	91.7986928
17.93161 	10343	101.7005408
17.94858 	12365	111.1980216
17.96556 	13853	117.698768
17.98253 	14232	119.2979463
17.99951 	13019	114.1008326
18.01648 	10774	103.7978805
18.03346 	8612	92.80086206
18.05043 	6610	81.3019065
18.06741 	5055	71.09852319
18.08438 	4147	64.39720491
18.10135 	3733	61.09828148
18.11833 	3493	59.10160742
18.13530 	3352	57.8964593
18.15228 	3215	56.70097001
18.16925 	3114	55.80322571
18.18623 	3036	55.09990926
18.20320 	2927	54.10175598
18.22018 	2894	53.79591063
18.23715 	2884	53.70288633
18.25413 	2873	53.60037313
18.27110 	2714	52.09606511
18.28807 	2663	51.60426339
18.30505 	2777	52.69724851
18.32202 	2798	52.89612462
18.33900 	2767	52.60228132
18.35597 	2611	51.09794516
18.37295 	2673	51.70106382
18.38992 	2683	51.79768335
18.40690 	2642	51.4003891
18.42387 	2694	51.90375709
18.44085 	2725	52.20153254
18.45782 	2673	51.70106382
18.47479 	2621	51.19570294
18.49177 	2673	51.70106382
18.50874 	2611	51.09794516
18.52572 	2560	50.59644256
18.54269 	2530	50.29910536
18.55967 	2591	50.90186637
18.57664 	2601	51
18.59362 	2581	50.80354318
18.61059 	2632	51.30302135
18.62757 	2642	51.4003891
18.64454 	2591	50.90186637
18.66151 	2642	51.4003891
18.67849 	2611	51.09794516
18.69546 	2570	50.69516742
18.71244 	2642	51.4003891
18.72941 	2652	51.49757276
18.74639 	2591	50.90186637
18.76336 	2632	51.30302135
18.78034 	2601	51
18.79731 	2581	50.80354318
18.81429 	2694	51.90375709
18.83126 	2591	50.90186637
18.84823 	2632	51.30302135
18.86521 	2673	51.70106382
18.88218 	2673	51.70106382
18.89916 	2632	51.30302135
18.91613 	2621	51.19570294
18.93311 	2735	52.29722746
18.95008 	2632	51.30302135
18.96706 	2560	50.59644256
18.98403 	2601	51
19.00101 	2663	51.60426339
19.01798 	2652	51.49757276
19.03495 	2714	52.09606511
19.05193 	2714	52.09606511
19.06890 	2704	52
19.08588 	2714	52.09606511
19.10285 	2704	52
19.11983 	2767	52.60228132
19.13680 	2756	52.49761899
19.15378 	2756	52.49761899
19.17075 	2798	52.89612462
19.18773 	2894	53.79591063
19.20470 	2873	53.60037313
19.22167 	2852	53.40411969
19.23865 	2927	54.10175598
19.25562 	2905	53.89805191
19.27260 	2992	54.69917732
19.28957 	3069	55.39855594
19.30655 	3125	55.90169944
19.32352 	3226	56.79788728
19.34050 	3446	58.70264049
19.35747 	3758	61.3025285
19.37445 	4173	64.5987616
19.39142 	4624	68
19.40839 	5506	74.20242584
19.42537 	6384	79.89993742
19.44234 	7534	86.7986175
19.45932 	8208	90.59801322
19.47629 	9604	98
19.49327 	10424	102.0979921
19.51024 	10201	101
19.52722 	8668	93.1020945
19.54419 	7709	87.80091116
19.56117 	6464	80.39900497
19.57814 	5550	74.49832213
19.59511 	5127	71.60307256
19.61209 	5141	71.70076708
19.62906 	5402	73.4982993
19.64604 	6209	78.79720807
19.66301 	7174	84.69946871
19.67999 	8575	92.60129589
19.69696 	9624	98.10198775
19.71394 	10080	100.3992032
19.73091 	9781	98.89893832
19.74789 	8705	93.30058949
19.76486 	7517	86.70063437
19.78183 	6464	80.39900497
19.79881 	5446	73.79701891
19.81578 	4570	67.60177512
19.83276 	3944	62.80127387
19.84973 	3758	61.3025285
19.86671 	3528	59.39696962
19.88368 	3272	57.20139858
19.90066 	3091	55.5967625
19.91763 	2992	54.69917732
19.93461 	2894	53.79591063
19.95158 	2884	53.70288633
19.96856 	2841	53.30103188
19.98553 	2809	53
20.00250 	2767	52.60228132
20.01948 	2694	51.90375709
20.03645 	2694	51.90375709
20.05343 	2714	52.09606511
20.07040 	2663	51.60426339
20.08738 	2725	52.20153254
20.10435 	2746	52.40229003
20.12133 	2704	52
20.13830 	2673	51.70106382
20.15528 	2683	51.79768335
20.17225 	2714	52.09606511
20.18922 	2704	52
20.20620 	2652	51.49757276
20.22317 	2714	52.09606511
20.24015 	2852	53.40411969
20.25712 	2905	53.89805191
20.27410 	2927	54.10175598
20.29107 	3058	55.29918625
20.30805 	3226	56.79788728
20.32502 	3624	60.19966777
20.34200 	4045	63.60031446
20.35897 	4610	67.89698079
20.37594 	5112	71.49825173
20.39292 	5670	75.29940239
20.40989 	5837	76.40026178
20.42687 	5730	75.69676347
20.44384 	5098	71.40028011
20.46082 	4529	67.29784543
20.47779 	3982	63.10309026
20.49477 	3469	58.89821729
20.51174 	3147	56.09812831
20.52872 	2981	54.59853478
20.54569 	2798	52.89612462
20.56266 	2714	52.09606511
20.57964 	2683	51.79768335
20.59661 	2663	51.60426339
20.61359 	2510	50.0999002
20.63056 	2460	49.59838707
20.64754 	2421	49.2036584
20.66451 	2470	49.69909456
20.68149 	2460	49.59838707
20.69846 	2421	49.2036584
20.71544 	2421	49.2036584
20.73241 	2450	49.49747468
20.74938 	2470	49.69909456
20.76636 	2460	49.59838707
20.78333 	2421	49.2036584
20.80031 	2421	49.2036584
20.81728 	2470	49.69909456
20.83426 	2480	49.79959839
20.85123 	2490	49.8998998
20.86821 	2430	49.29503018
20.88518 	2440	49.39635614
20.90216 	2401	49
20.91913 	2401	49
20.93610 	2450	49.49747468
20.95308 	2450	49.49747468
20.97005 	2470	49.69909456
20.98703 	2440	49.39635614
21.00400 	2372	48.70318265
21.02098 	2421	49.2036584
21.03795 	2421	49.2036584
21.05493 	2430	49.29503018
21.07190 	2510	50.0999002
21.08888 	2570	50.69516742
21.10585 	2560	50.59644256
21.12282 	2550	50.49752469
21.13980 	2520	50.19960159
21.15677 	2490	49.8998998
21.17375 	2530	50.29910536
21.19072 	2470	49.69909456
21.20770 	2450	49.49747468
21.22467 	2510	50.0999002
21.24165 	2530	50.29910536
21.25862 	2520	50.19960159
21.27560 	2530	50.29910536
21.29257 	2591	50.90186637
21.30954 	2540	50.39841267
21.32652 	2510	50.0999002
21.34349 	2550	50.49752469
21.36047 	2560	50.59644256
21.37744 	2611	51.09794516
21.39442 	2591	50.90186637
21.41139 	2601	51
21.42837 	2652	51.49757276
21.44534 	2632	51.30302135
21.46232 	2632	51.30302135
21.47929 	2714	52.09606511
21.49626 	2663	51.60426339
21.51324 	2663	51.60426339
21.53021 	2694	51.90375709
21.54719 	2916	54
21.56416 	2927	54.10175598
21.58114 	2970	54.49770637
21.59811 	3102	55.69560126
21.61509 	3069	55.39855594
21.63206 	3226	56.79788728
21.64904 	3306	57.49782605
21.66601 	3540	59.49789912
21.68298 	3745	61.19640512
21.69996 	4147	64.39720491
21.71693 	4733	68.79680225
21.73391 	5491	74.10128204
21.75088 	6448	80.2994396
21.76786 	7621	87.29833904
21.78483 	9139	95.59811714
21.80181 	11406	106.7988764
21.81878 	14066	118.6001686
21.83576 	16641	129
21.85273 	18252	135.099963
21.86970 	18660	136.6016105
21.88668 	17796	133.4016492
21.90365 	15952	126.3012272
21.92063 	13363	115.5984429
21.93760 	10899	104.3982758
21.95458 	8817	93.89888178
21.97155 	7006	83.70185183
21.98853 	5625	75
22.00550 	4775	69.10137481
22.02248 	4316	65.69627082
22.03945 	3931	62.69768736
22.05642 	3697	60.80296045
22.07340 	3505	59.20304046
22.09037 	3411	58.403767
22.10735 	3352	57.8964593
22.12432 	3192	56.49778757
22.14130 	3091	55.5967625
22.15827 	3058	55.29918625
22.17525 	3014	54.89990893
22.19222 	3047	55.19963768
22.20920 	3080	55.4977477
22.22617 	3025	55
22.24314 	3014	54.89990893
22.26012 	2992	54.69917732
22.27709 	3147	56.09812831
22.29407 	3295	57.40209055
22.31104 	3446	58.70264049
22.32802 	3770	61.40032573
22.34499 	4109	64.10148204
22.36197 	4516	67.20119047
22.37894 	5170	71.90271205
22.39592 	5822	76.30203143
22.41289 	6147	78.40280607
22.42986 	6241	79
22.44684 	5595	74.79973262
22.46381 	5242	72.40165744
22.48079 	4858	69.69935437
22.49776 	4186	64.69930448
22.51474 	3782	61.49796745
22.53171 	3446	58.70264049
22.54869 	3204	56.60388679
22.56566 	3036	55.09990926
22.58264 	2992	54.69917732
22.59961 	2938	54.20332093
22.61658 	2852	53.40411969
22.63356 	2798	52.89612462
22.65053 	2830	53.19774431
22.66751 	2798	52.89612462
22.68448 	2777	52.69724851
22.70146 	2820	53.10367219
22.71843 	2841	53.30103188
22.73541 	2809	53
22.75238 	2798	52.89612462
22.76936 	2767	52.60228132
22.78633 	2746	52.40229003
22.80330 	2820	53.10367219
22.82028 	2948	54.29548784
22.83725 	2992	54.69917732
22.85423 	3014	54.89990893
22.87120 	3102	55.69560126
22.88818 	3192	56.49778757
22.90515 	3318	57.6020833
22.92213 	3516	59.29586832
22.93910 	3832	61.90315016
22.95608 	4330	65.80273551
22.97305 	4802	69.29646456
22.99002 	5344	73.10266753
23.00700 	6194	78.70196948
23.02397 	7379	85.90110593
23.04095 	8686	93.19871244
23.05792 	9801	99
23.07490 	10424	102.0979921
23.09187 	10445	102.2007828
23.10885 	10140	100.697567
23.12582 	9761	98.79777325
23.14280 	9101	95.39916142
23.15977 	8190	90.49861877
23.17674 	7276	85.29947245
23.19372 	6241	79
23.21069 	5285	72.69800547
23.22767 	4692	68.49817516
23.24464 	4160	64.49806199
