tof	yint	yerr
23.26162 	3624	60.19966777
23.27859 	3387	58.19793811
23.29557 	3125	55.90169944
23.31254 	3080	55.4977477
23.32952 	2981	54.59853478
23.34649 	2927	54.10175598
23.36346 	2916	54
23.38044 	2788	52.80151513
23.39741 	2788	52.80151513
23.41439 	2683	51.79768335
23.43136 	2683	51.79768335
23.44834 	2725	52.20153254
23.46531 	2694	51.90375709
23.48229 	2621	51.19570294
23.49926 	2714	52.09606511
23.51624 	2767	52.60228132
23.53321 	2725	52.20153254
23.55018 	2777	52.69724851
23.56716 	2756	52.49761899
23.58413 	2820	53.10367219
23.60111 	2798	52.89612462
23.61808 	2884	53.70288633
23.63506 	3014	54.89990893
23.65203 	3102	55.69560126
23.66901 	3260	57.09640969
23.68598 	3283	57.2974694
23.70296 	3399	58.30094339
23.71993 	3636	60.29925373
23.73690 	3856	62.09669879
23.75388 	4173	64.5987616
23.77085 	4651	68.19824045
23.78783 	5329	73
23.80480 	6336	79.59899497
23.82178 	7448	86.30179604
23.83875 	8612	92.80086206
23.85573 	10241	101.1978261
23.87270 	12277	110.8016245
23.88968 	14113	118.7981481
23.90665 	15750	125.499004
23.92362 	16667	129.1007359
23.94060 	16028	126.6017377
23.95757 	14209	119.2015101
23.97455 	12277	110.8016245
23.99152 	10671	103.3005324
24.00850 	8630	92.8977933
24.02547 	6691	81.79853299
24.04245 	5461	73.89857915
24.05942 	4665	68.30080527
24.07640 	4109	64.10148204
24.09337 	3758	61.3025285
24.11034 	3481	59
24.12732 	3306	57.49782605
24.14429 	3058	55.29918625
24.16127 	2938	54.20332093
24.17824 	2841	53.30103188
24.19522 	2756	52.49761899
24.21219 	2725	52.20153254
24.22917 	2642	51.4003891
24.24614 	2591	50.90186637
24.26312 	2500	50
24.28009 	2450	49.49747468
24.29706 	2550	50.49752469
24.31404 	2480	49.79959839
24.33101 	2381	48.7954916
24.34799 	2372	48.70318265
24.36496 	2480	49.79959839
24.38194 	2490	49.8998998
24.39891 	2352	48.49742261
24.41589 	2391	48.89785271
24.43286 	2362	48.60041152
24.44984 	2440	49.39635614
24.46681 	2421	49.2036584
24.48378 	2450	49.49747468
24.50076 	2401	49
24.51773 	2470	49.69909456
24.53471 	2500	50
24.55168 	2540	50.39841267
24.56866 	2560	50.59644256
24.58563 	2401	49
24.60261 	2372	48.70318265
24.61958 	2430	49.29503018
24.63656 	2372	48.70318265
24.65353 	2256	47.49736835
24.67050 	2228	47.20169488
24.68748 	2266	47.60252094
24.70445 	2285	47.80167361
24.72143 	2237	47.29693436
24.73840 	2218	47.09564736
24.75538 	2190	46.79743583
24.77235 	2237	47.29693436
24.78933 	2237	47.29693436
24.80630 	2162	46.49731175
24.82328 	2162	46.49731175
24.84025 	2162	46.49731175
24.85722 	2228	47.20169488
24.87420 	2256	47.49736835
24.89117 	2256	47.49736835
24.90815 	2237	47.29693436
24.92512 	2218	47.09564736
24.94210 	2285	47.80167361
24.95907 	2343	48.40454524
24.97605 	2411	49.10193479
24.99302 	2440	49.39635614
25.01000 	2560	50.59644256
25.02697 	2735	52.29722746
25.04394 	2884	53.70288633
25.06092 	3058	55.29918625
25.07789 	3114	55.80322571
25.09487 	3091	55.5967625
25.11184 	2992	54.69917732
25.12882 	2809	53
25.14579 	2632	51.30302135
25.16277 	2550	50.49752469
25.17974 	2450	49.49747468
25.19672 	2352	48.49742261
25.21369 	2362	48.60041152
25.23067 	2228	47.20169488
25.24764 	2218	47.09564736
25.26461 	2228	47.20169488
25.28159 	2162	46.49731175
25.29856 	2125	46.09772229
25.31554 	2107	45.90206967
25.33251 	2228	47.20169488
25.34949 	2088	45.69463864
25.36646 	2153	46.40043103
25.38344 	2190	46.79743583
25.40041 	2098	45.80392996
25.41739 	2190	46.79743583
25.43436 	2153	46.40043103
25.45133 	2134	46.19523785
25.46831 	2153	46.40043103
25.48528 	2125	46.09772229
25.50226 	2134	46.19523785
25.51923 	2079	45.59605246
25.53621 	2144	46.30334761
25.55318 	2079	45.59605246
25.57016 	2134	46.19523785
25.58713 	2200	46.9041576
25.60411 	2125	46.09772229
25.62108 	2153	46.40043103
25.63805 	2125	46.09772229
25.65503 	2172	46.60472079
25.67200 	2153	46.40043103
25.68898 	2153	46.40043103
25.70595 	2172	46.60472079
25.72293 	2218	47.09564736
25.73990 	2190	46.79743583
25.75688 	2181	46.70117772
25.77385 	2218	47.09564736
25.79083 	2256	47.49736835
25.80780 	2172	46.60472079
25.82477 	2172	46.60472079
25.84175 	2172	46.60472079
25.85872 	2172	46.60472079
25.87570 	2218	47.09564736
25.89267 	2275	47.69696007
25.90965 	2247	47.40253158
25.92662 	2200	46.9041576
25.94360 	2218	47.09564736
25.96057 	2304	48
25.97755 	2285	47.80167361
25.99452 	2247	47.40253158
26.01149 	2304	48
26.02847 	2381	48.7954916
26.04544 	2333	48.3011387
26.06242 	2343	48.40454524
26.07939 	2450	49.49747468
26.09637 	2581	50.80354318
26.11334 	2570	50.69516742
26.13032 	2673	51.70106382
26.14729 	2873	53.60037313
26.16427 	3080	55.4977477
26.18124 	3422	58.49786321
26.19821 	3733	61.09828148
26.21519 	4173	64.5987616
26.23216 	4872	69.79971347
26.24914 	5610	74.89993324
26.26611 	6545	80.90117428
26.28309 	7039	83.8987485
26.30006 	7293	85.39906323
26.31704 	7174	84.69946871
26.33401 	6773	82.29823813
26.35099 	6037	77.69813383
26.36796 	5271	72.60165287
26.38493 	4816	69.39740629
26.40191 	4225	65
26.41888 	3636	60.29925373
26.43586 	3540	59.49789912
26.45283 	3411	58.403767
26.46981 	3329	57.69748695
26.48678 	3564	59.69924623
26.50376 	3869	62.20128616
26.52073 	4147	64.39720491
26.53771 	4761	69
26.55468 	5432	73.70210309
26.57165 	6209	78.79720807
26.58863 	7039	83.8987485
26.60560 	7656	87.49857142
26.62258 	8482	92.09777413
26.63955 	9545	97.69851585
26.65653 	10650	103.1988372
26.67350 	11492	107.2007463
26.69048 	11621	107.8007421
26.70745 	10568	102.8007782
26.72443 	9274	96.30160954
26.74140 	8409	91.70059978
26.75837 	7517	86.70063437
26.77535 	6400	80
26.79232 	5227	72.29799444
26.80930 	4238	65.0999232
26.82627 	3648	60.39867548
26.84325 	3283	57.2974694
26.86022 	2948	54.29548784
26.87720 	2704	52
26.89417 	2611	51.09794516
26.91115 	2581	50.80354318
26.92812 	2470	49.69909456
26.94509 	2411	49.10193479
26.96207 	2352	48.49742261
26.97904 	2333	48.3011387
26.99602 	2401	49
27.01299 	2460	49.59838707
27.02997 	2530	50.29910536
27.04694 	2611	51.09794516
27.06392 	2746	52.40229003
27.08089 	2756	52.49761899
27.09787 	2746	52.40229003
27.11484 	2714	52.09606511
27.13181 	2611	51.09794516
27.14879 	2391	48.89785271
27.16576 	2401	49
27.18274 	2352	48.49742261
27.19971 	2314	48.10405388
27.21669 	2266	47.60252094
27.23366 	2209	47
27.25064 	2228	47.20169488
27.26761 	2190	46.79743583
27.28459 	2218	47.09564736
27.30156 	2237	47.29693436
27.31853 	2323	48.19751031
27.33551 	2421	49.2036584
27.35248 	2470	49.69909456
27.36946 	2735	52.29722746
27.38643 	2916	54
27.40341 	3003	54.79963504
27.42038 	3215	56.70097001
27.43736 	3158	56.19608527
27.45433 	3158	56.19608527
27.47131 	3036	55.09990926
27.48828 	2777	52.69724851
27.50525 	2611	51.09794516
27.52223 	2450	49.49747468
27.53920 	2218	47.09564736
27.55618 	2237	47.29693436
27.57315 	2098	45.80392996
27.59013 	2016	44.89988864
27.60710 	1989	44.59820624
27.62408 	1980	44.49719092
27.64105 	2052	45.29900661
27.65803 	1954	44.20407221
27.67500 	1971	44.39594576
27.69197 	1998	44.69899328
27.70895 	1971	44.39594576
27.72592 	1954	44.20407221
27.74290 	1892	43.49712634
27.75987 	1866	43.19722213
27.77685 	1892	43.49712634
27.79382 	1936	44
27.81080 	1936	44
27.82777 	1875	43.30127019
27.84475 	1884	43.40506883
27.86172 	1910	43.70354677
27.87869 	1971	44.39594576
27.89567 	1989	44.59820624
27.91264 	1989	44.59820624
27.92962 	1989	44.59820624
27.94659 	1936	44
27.96357 	1910	43.70354677
27.98054 	1962	44.29446918
27.99752 	1971	44.39594576
28.01449 	1998	44.69899328
28.03147 	1954	44.20407221
28.04844 	1971	44.39594576
28.06541 	1910	43.70354677
28.08239 	1910	43.70354677
28.09936 	1927	43.89760814
28.11634 	1945	44.10215414
28.13331 	1892	43.49712634
28.15029 	1927	43.89760814
28.16726 	1945	44.10215414
28.18424 	1866	43.19722213
28.20121 	1892	43.49712634
28.21819 	1971	44.39594576
28.23516 	1936	44
28.25213 	1927	43.89760814
28.26911 	1936	44
28.28608 	1954	44.20407221
28.30306 	1980	44.49719092
28.32003 	1945	44.10215414
28.33701 	1910	43.70354677
28.35398 	1954	44.20407221
28.37096 	1962	44.29446918
28.38793 	1936	44
28.40491 	1989	44.59820624
28.42188 	1989	44.59820624
28.43885 	1998	44.69899328
28.45583 	1998	44.69899328
28.47280 	2034	45.09988914
28.48978 	1971	44.39594576
28.50675 	2025	45
28.52373 	2144	46.30334761
28.54070 	2125	46.09772229
28.55768 	2061	45.39823785
28.57465 	2144	46.30334761
28.59163 	2237	47.29693436
28.60860 	2333	48.3011387
28.62557 	2391	48.89785271
28.64255 	2530	50.29910536
28.65952 	2591	50.90186637
28.67650 	2550	50.49752469
28.69347 	2581	50.80354318
28.71045 	2683	51.79768335
28.72742 	2746	52.40229003
28.74440 	2788	52.80151513
28.76137 	2959	54.39669108
28.77835 	3192	56.49778757
28.79532 	3552	59.5986577
28.81229 	3931	62.69768736
28.82927 	4330	65.80273551
28.84624 	4984	70.59745038
28.86322 	5868	76.60287201
28.88019 	6823	82.60145277
28.89717 	7885	88.79752249
28.91414 	8855	94.10100956
28.93112 	9565	97.80081799
28.94809 	9702	98.49873096
28.96507 	9351	96.70056877
28.98204 	8556	92.49864864
28.99901 	7621	87.29833904
29.01599 	6906	83.10234654
29.03296 	6068	77.89736838
29.04994 	5314	72.89718787
29.06691 	4516	67.20119047
29.08389 	3819	61.79805822
29.10086 	3387	58.19793811
29.11784 	3136	56
29.13481 	3003	54.79963504
29.15179 	2927	54.10175598
29.16876 	2830	53.19774431
29.18573 	2820	53.10367219
29.20271 	2841	53.30103188
29.21968 	2809	53
29.23666 	2894	53.79591063
29.25363 	2916	54
29.27061 	2884	53.70288633
29.28758 	2735	52.29722746
29.30456 	2601	51
29.32153 	2591	50.90186637
29.33851 	2470	49.69909456
29.35548 	2275	47.69696007
29.37245 	2343	48.40454524
29.38943 	2314	48.10405388
29.40640 	2172	46.60472079
29.42338 	2088	45.69463864
29.44035 	2079	45.59605246
29.45733 	2061	45.39823785
29.47430 	2061	45.39823785
29.49128 	2070	45.49725266
29.50825 	2088	45.69463864
29.52523 	2200	46.9041576
29.54220 	2134	46.19523785
29.55917 	2209	47
29.57615 	2256	47.49736835
29.59312 	2372	48.70318265
29.61010 	2530	50.29910536
29.62707 	2725	52.20153254
29.64405 	3036	55.09990926
29.66102 	3469	58.89821729
29.67800 	3881	62.29767251
29.69497 	4238	65.0999232
29.71195 	4343	65.90144156
29.72892 	4186	64.69930448
29.74589 	3931	62.69768736
29.76287 	3795	61.60357133
29.77984 	3733	61.09828148
29.79682 	3588	59.89991653
29.81379 	3505	59.20304046
29.83077 	3457	58.79625838
29.84774 	3469	58.89821729
29.86472 	3552	59.5986577
29.88169 	3636	60.29925373
29.89867 	3844	62
29.91564 	4122	64.20280368
29.93261 	4409	66.4003012
29.94959 	4706	68.60029154
29.96656 	4816	69.39740629
29.98354 	4502	67.09694479
30.00051 	4134	64.29618962
30.01749 	3894	62.40192305
30.03446 	3697	60.80296045
30.05144 	3352	57.8964593
30.06841 	3069	55.39855594
30.08539 	2830	53.19774431
30.10236 	2530	50.29910536
30.11933 	2421	49.2036584
30.13631 	2372	48.70318265
30.15328 	2304	48
30.17026 	2218	47.09564736
30.18723 	2190	46.79743583
30.20421 	2256	47.49736835
30.22118 	2134	46.19523785
30.23816 	2134	46.19523785
30.25513 	2052	45.29900661
30.27211 	2116	46
30.28908 	2107	45.90206967
30.30606 	2247	47.40253158
30.32303 	2266	47.60252094
30.34000 	2256	47.49736835
30.35698 	2490	49.8998998
30.37395 	2530	50.29910536
30.39093 	2694	51.90375709
30.40790 	2884	53.70288633
30.42488 	3069	55.39855594
30.44185 	3069	55.39855594
30.45883 	2948	54.29548784
30.47580 	2809	53
30.49278 	2683	51.79768335
30.50975 	2663	51.60426339
30.52672 	2520	50.19960159
30.54370 	2430	49.29503018
30.56067 	2237	47.29693436
30.57765 	2162	46.49731175
30.59462 	2116	46
30.61160 	2079	45.59605246
30.62857 	2070	45.49725266
30.64555 	2134	46.19523785
30.66252 	2172	46.60472079
30.67950 	2228	47.20169488
30.69647 	2218	47.09564736
30.71344 	2352	48.49742261
30.73042 	2520	50.19960159
30.74739 	2694	51.90375709
30.76437 	2894	53.79591063
30.78134 	2992	54.69917732
30.79832 	3058	55.29918625
30.81529 	3036	55.09990926
30.83227 	2905	53.89805191
30.84924 	2820	53.10367219
30.86622 	2746	52.40229003
30.88319 	2621	51.19570294
30.90016 	2500	50
30.91714 	2530	50.29910536
30.93411 	2540	50.39841267
30.95109 	2632	51.30302135
30.96806 	2777	52.69724851
30.98504 	2948	54.29548784
31.00201 	3091	55.5967625
31.01899 	3318	57.6020833
31.03596 	3481	59
31.05294 	3600	60
31.06991 	3457	58.79625838
31.08688 	3204	56.60388679
31.10386 	3080	55.4977477
31.12083 	2959	54.39669108
31.13781 	2905	53.89805191
31.15478 	2704	52
31.17176 	2520	50.19960159
31.18873 	2372	48.70318265
31.20571 	2294	47.89572006
31.22268 	2401	49
31.23966 	2323	48.19751031
31.25663 	2323	48.19751031
31.27360 	2323	48.19751031
31.29058 	2391	48.89785271
31.30755 	2500	50
31.32453 	2663	51.60426339
31.34150 	2767	52.60228132
31.35848 	3147	56.09812831
31.37545 	3399	58.30094339
31.39243 	3745	61.19640512
31.40940 	4330	65.80273551
31.42638 	4775	69.10137481
31.44335 	4984	70.59745038
31.46032 	4747	68.89847604
31.47730 	4489	67
31.49427 	4330	65.80273551
31.51125 	4316	65.69627082
31.52822 	4277	65.39877675
31.54520 	4134	64.29618962
31.56217 	4199	64.79969136
31.57915 	4173	64.5987616
31.59612 	4369	66.09841148
31.61310 	4516	67.20119047
31.63007 	4502	67.09694479
31.64704 	4264	65.29931087
31.66402 	4032	63.49803147
31.68099 	3894	62.40192305
31.69797 	3745	61.19640512
31.71494 	3660	60.49793385
31.73192 	3505	59.20304046
31.74889 	3422	58.49786321
31.76587 	3434	58.6003413
31.78284 	3446	58.70264049
31.79982 	3733	61.09828148
31.81679 	4134	64.29618962
31.83376 	4529	67.29784543
31.85074 	5055	71.09852319
31.86771 	5700	75.49834435
31.88469 	6400	80
31.90166 	6956	83.40263785
31.91864 	7208	84.89994111
31.93561 	6906	83.10234654
31.95259 	6610	81.3019065
31.96956 	6610	81.3019065
31.98654 	6642	81.49846624
32.00351 	6336	79.59899497
32.02048 	6194	78.70196948
32.03746 	6241	79
32.05443 	6400	80
32.07141 	6464	80.39900497
32.08838 	6336	79.59899497
32.10536 	5960	77.20103626
32.12233 	5730	75.69676347
32.13931 	5898	76.79843748
32.15628 	6006	77.49838708
32.17326 	6178	78.60025445
32.19023 	6288	79.29691041
32.20720 	6610	81.3019065
32.22418 	6989	83.60023923
32.24115 	7552	86.90224393
32.25813 	8391	91.60240172
32.27510 	9351	96.70056877
32.29208 	9702	98.49873096
32.30905 	9006	94.89994731
32.32603 	7850	88.60022573
32.34300 	7191	84.79976415
32.35998 	6956	83.40263785
32.37695 	6496	80.59776672
32.39392 	5565	74.59892761
32.41090 	4516	67.20119047
32.42787 	3894	62.40192305
32.44485 	3352	57.8964593
32.46182 	3058	55.29918625
32.47880 	2798	52.89612462
32.49577 	2550	50.49752469
32.51275 	2381	48.7954916
32.52972 	2266	47.60252094
32.54670 	2237	47.29693436
32.56367 	2172	46.60472079
32.58064 	2125	46.09772229
32.59762 	2061	45.39823785
32.61459 	2043	45.19955752
32.63157 	2052	45.29900661
32.64854 	1989	44.59820624
32.66552 	1989	44.59820624
32.68249 	1989	44.59820624
32.69947 	1918	43.79497688
32.71644 	1954	44.20407221
32.73342 	1971	44.39594576
32.75039 	1918	43.79497688
32.76736 	1918	43.79497688
32.78434 	1936	44
32.80131 	1884	43.40506883
32.81829 	1832	42.80186912
32.83526 	1823	42.69660408
32.85224 	1858	43.10452412
32.86921 	1901	43.60045871
32.88619 	1884	43.40506883
32.90316 	1858	43.10452412
32.92014 	1892	43.49712634
32.93711 	1927	43.89760814
32.95408 	1884	43.40506883
32.97106 	1927	43.89760814
32.98803 	1954	44.20407221
33.00501 	1962	44.29446918
33.02198 	2116	46
33.03896 	2200	46.9041576
33.05593 	2172	46.60472079
33.07291 	2190	46.79743583
33.08988 	2323	48.19751031
33.10686 	2266	47.60252094
33.12383 	2391	48.89785271
33.14080 	2362	48.60041152
33.15778 	2323	48.19751031
33.17475 	2218	47.09564736
33.19173 	2190	46.79743583
33.20870 	2107	45.90206967
33.22568 	2061	45.39823785
33.24265 	2007	44.79955357
33.25963 	1980	44.49719092
33.27660 	1945	44.10215414
33.29358 	1764	42
33.31055 	1756	41.90465368
33.32752 	1764	42
33.34450 	1764	42
33.36147 	1789	42.29657197
33.37845 	1772	42.09513036
33.39542 	1798	42.40283009
33.41240 	1739	41.70131892
33.42937 	1815	42.60281681
33.44635 	1764	42
33.46332 	1731	41.60528813
33.48030 	1789	42.29657197
33.49727 	1858	43.10452412
33.51424 	1849	43
33.53122 	1789	42.29657197
33.54819 	1823	42.69660408
33.56517 	1806	42.49705872
33.58214 	1815	42.60281681
33.59912 	1832	42.80186912
33.61609 	1884	43.40506883
33.63307 	1892	43.49712634
33.65004 	1875	43.30127019
33.66702 	1927	43.89760814
33.68399 	1980	44.49719092
33.70096 	2034	45.09988914
33.71794 	2088	45.69463864
33.73491 	2209	47
33.75189 	2294	47.89572006
33.76886 	2411	49.10193479
33.78584 	2570	50.69516742
33.80281 	2798	52.89612462
33.81979 	3047	55.19963768
33.83676 	3295	57.40209055
33.85374 	3469	58.89821729
33.87071 	3612	60.09991681
33.88768 	3672	60.59702963
33.90466 	3648	60.39867548
33.92163 	3446	58.70264049
33.93861 	3399	58.30094339
33.95558 	3411	58.403767
33.97256 	3469	58.89821729
33.98953 	3376	58.10335619
34.00651 	3352	57.8964593
34.02348 	3493	59.10160742
34.04046 	3636	60.29925373
34.05743 	3881	62.29767251
34.07440 	4238	65.0999232
34.09138 	4556	67.49814812
34.10835 	4570	67.60177512
34.12533 	4651	68.19824045
34.14230 	4692	68.49817516
34.15928 	4556	67.49814812
34.17625 	4369	66.09841148
34.19323 	4083	63.89835679
34.21020 	3819	61.79805822
34.22718 	3528	59.39696962
34.24415 	3147	56.09812831
34.26112 	3058	55.29918625
34.27810 	2601	51
34.29507 	2520	50.19960159
34.31205 	2333	48.3011387
34.32902 	2343	48.40454524
34.34600 	2266	47.60252094
34.36297 	2144	46.30334761
34.37995 	2107	45.90206967
34.39692 	2107	45.90206967
34.41390 	2025	45
34.43087 	2061	45.39823785
34.44784 	2061	45.39823785
34.46482 	2134	46.19523785
34.48179 	2125	46.09772229
34.49877 	2125	46.09772229
34.51574 	2144	46.30334761
34.53272 	2256	47.49736835
34.54969 	2314	48.10405388
34.56667 	2520	50.19960159
34.58364 	2694	51.90375709
34.60062 	2704	52
34.61759 	2905	53.89805191
34.63456 	3069	55.39855594
34.65154 	3260	57.09640969
34.66851 	3376	58.10335619
34.68549 	3352	57.8964593
34.70246 	3352	57.8964593
34.71944 	3505	59.20304046
34.73641 	3721	61
34.75339 	3832	61.90315016
34.77036 	3969	63
34.78734 	4303	65.59725604
34.80431 	4624	68
34.82128 	4942	70.29935988
34.83826 	5476	74
34.85523 	5975	77.29812417
34.87221 	6037	77.69813383
34.88918 	5655	75.19973404
34.90616 	5098	71.40028011
34.92313 	4775	69.10137481
34.94011 	4502	67.09694479
34.95708 	4134	64.29618962
34.97406 	3795	61.60357133
34.99103 	3469	58.89821729
35.00800 	3091	55.5967625
35.02498 	2704	52
35.04195 	2560	50.59644256
35.05893 	2450	49.49747468
35.07590 	2343	48.40454524
35.09288 	2411	49.10193479
35.10985 	2323	48.19751031
35.12683 	2285	47.80167361
35.14380 	2294	47.89572006
35.16078 	2256	47.49736835
35.17775 	2209	47
35.19472 	2200	46.9041576
35.21170 	2266	47.60252094
35.22867 	2314	48.10405388
35.24565 	2343	48.40454524
35.26262 	2237	47.29693436
35.27960 	2460	49.59838707
35.29657 	2673	51.70106382
35.31355 	2663	51.60426339
35.33052 	2873	53.60037313
35.34750 	3136	56
35.36447 	3612	60.09991681
35.38144 	3660	60.49793385
35.39842 	3552	59.5986577
35.41539 	3387	58.19793811
35.43237 	3306	57.49782605
35.44934 	3295	57.40209055
35.46632 	3318	57.6020833
35.48329 	3170	56.30275304
35.50027 	3170	56.30275304
35.51724 	3136	56
35.53422 	3147	56.09812831
35.55119 	3376	58.10335619
35.56817 	3481	59
35.58514 	3832	61.90315016
35.60211 	4225	65
35.61909 	4597	67.80117993
35.63606 	4872	69.79971347
35.65304 	5084	71.30217388
35.67001 	5520	74.29670248
35.68699 	6006	77.49838708
35.70396 	6773	82.29823813
35.72094 	7762	88.10221337
35.73791 	8575	92.60129589
35.75489 	8761	93.60021367
35.77186 	8299	91.09884741
35.78883 	7639	87.40137299
35.80581 	7157	84.59905437
35.82278 	6806	82.49848483
35.83976 	6400	80
35.85673 	5991	77.40155037
35.87371 	5300	72.80109889
35.89068 	4638	68.10286338
35.90766 	4303	65.59725604
35.92463 	3994	63.19810124
35.94161 	3856	62.09669879
35.95858 	3869	62.20128616
35.97555 	3881	62.29767251
35.99253 	3782	61.49796745
36.00950 	3552	59.5986577
36.02648 	3376	58.10335619
36.04345 	3364	58
36.06043 	3306	57.49782605
36.07740 	3215	56.70097001
36.09438 	3125	55.90169944
36.11135 	3114	55.80322571
36.12833 	3125	55.90169944
36.14530 	3283	57.2974694
36.16227 	3552	59.5986577
36.17925 	3672	60.59702963
36.19622 	3969	63
36.21320 	4316	65.69627082
36.23017 	4692	68.49817516
36.24715 	5141	71.70076708
36.26412 	5506	74.20242584
36.28110 	5610	74.89993324
36.29807 	5491	74.10128204
36.31505 	5388	73.40299721
36.33202 	5213	72.20110802
36.34899 	5198	72.09715667
36.36597 	5373	73.30075034
36.38294 	5640	75.09993342
36.39992 	5944	77.09734107
36.41689 	6336	79.59899497
36.43387 	6806	82.49848483
36.45084 	6577	81.09870529
36.46782 	5776	76
36.48479 	5184	72
36.50177 	4638	68.10286338
36.51874 	4529	67.29784543
36.53571 	4343	65.90144156
36.55269 	3919	62.6019169
36.56966 	3352	57.8964593
36.58664 	2927	54.10175598
36.60361 	2540	50.39841267
36.62059 	2275	47.69696007
36.63756 	2098	45.80392996
36.65454 	2016	44.89988864
36.67151 	1989	44.59820624
36.68849 	1980	44.49719092
36.70546 	1954	44.20407221
36.72243 	1840	42.89522118
36.73941 	1815	42.60281681
36.75638 	1798	42.40283009
36.77336 	1772	42.09513036
36.79033 	1731	41.60528813
36.80731 	1689	41.09744518
36.82428 	1706	41.30375286
36.84126 	1673	40.90232267
36.85823 	1632	40.39801975
36.87521 	1697	41.19465985
36.89218 	1706	41.30375286
36.90915 	1656	40.6939799
36.92613 	1697	41.19465985
36.94310 	1706	41.30375286
36.96008 	1681	41
36.97705 	1656	40.6939799
36.99403 	1673	40.90232267
37.01100 	1656	40.6939799
37.02798 	1697	41.19465985
37.04495 	1706	41.30375286
37.06193 	1756	41.90465368
37.07890 	1772	42.09513036
37.09587 	1764	42
37.11285 	1731	41.60528813
37.12982 	1722	41.49698784
37.14680 	1714	41.40048309
37.16377 	1648	40.59556626
37.18075 	1764	42
37.19772 	1815	42.60281681
37.21470 	1781	42.20189569
37.23167 	1789	42.29657197
37.24865 	1884	43.40506883
37.26562 	1875	43.30127019
37.28259 	1832	42.80186912
37.29957 	1936	44
37.31654 	1945	44.10215414
37.33352 	1962	44.29446918
37.35049 	2107	45.90206967
37.36747 	2098	45.80392996
37.38444 	2025	45
37.40142 	1927	43.89760814
37.41839 	1858	43.10452412
37.43537 	1884	43.40506883
37.45234 	1815	42.60281681
37.46931 	1806	42.49705872
37.48629 	1764	42
37.50326 	1747	41.79712909
37.52024 	1697	41.19465985
37.53721 	1706	41.30375286
37.55419 	1640	40.49691346
37.57116 	1608	40.09987531
37.58814 	1616	40.19950248
37.60511 	1608	40.09987531
37.62209 	1616	40.19950248
37.63906 	1640	40.49691346
37.65603 	1632	40.39801975
37.67301 	1648	40.59556626
37.68998 	1656	40.6939799
37.70696 	1656	40.6939799
37.72393 	1673	40.90232267
37.74091 	1632	40.39801975
37.75788 	1624	40.29888336
37.77486 	1624	40.29888336
37.79183 	1624	40.29888336
37.80881 	1640	40.49691346
37.82578 	1689	41.09744518
37.84275 	1656	40.6939799
37.85973 	1584	39.79949748
37.87670 	1608	40.09987531
37.89368 	1656	40.6939799
37.91065 	1673	40.90232267
37.92763 	1616	40.19950248
37.94460 	1640	40.49691346
37.96158 	1600	40
37.97855 	1600	40
37.99553 	1568	39.59797975
38.01250 	1552	39.39543121
38.02947 	1568	39.59797975
38.04645 	1544	39.29376541
38.06342 	1560	39.49683532
38.08040 	1560	39.49683532
38.09737 	1544	39.29376541
38.11435 	1521	39
38.13132 	1681	41
38.14830 	1665	40.80441153
38.16527 	1665	40.80441153
38.18225 	1632	40.39801975
38.19922 	1584	39.79949748
38.21619 	1544	39.29376541
38.23317 	1648	40.59556626
38.25014 	1706	41.30375286
38.26712 	1714	41.40048309
38.28409 	1722	41.49698784
38.30107 	1697	41.19465985
38.31804 	1781	42.20189569
38.33502 	1739	41.70131892
38.35199 	1781	42.20189569
38.36897 	1858	43.10452412
38.38594 	1954	44.20407221
38.40291 	2070	45.49725266
38.41989 	2116	46
38.43686 	2275	47.69696007
38.45384 	2401	49
38.47081 	2500	50
38.48779 	2560	50.59644256
38.50476 	2550	50.49752469
38.52174 	2560	50.59644256
38.53871 	2591	50.90186637
38.55569 	2550	50.49752469
38.57266 	2500	50
38.58963 	2470	49.69909456
38.60661 	2470	49.69909456
38.62358 	2480	49.79959839
38.64056 	2430	49.29503018
38.65753 	2460	49.59838707
38.67451 	2510	50.0999002
38.69148 	2540	50.39841267
38.70846 	2601	51
38.72543 	2611	51.09794516
38.74241 	2581	50.80354318
38.75938 	2550	50.49752469
38.77635 	2570	50.69516742
38.79333 	2560	50.59644256
38.81030 	2714	52.09606511
38.82728 	2894	53.79591063
38.84425 	3102	55.69560126
38.86123 	3552	59.5986577
38.87820 	4045	63.60031446
38.89518 	4556	67.49814812
38.91215 	5141	71.70076708
38.92913 	5975	77.29812417
38.94610 	6496	80.59776672
38.96307 	6675	81.70067319
38.98005 	6593	81.1972906
38.99702 	6147	78.40280607
39.01400 	5506	74.20242584
39.03097 	5213	72.20110802
39.04795 	4928	70.1997151
39.06492 	4651	68.19824045
39.08190 	4147	64.39720491
39.09887 	3795	61.60357133
39.11585 	3147	56.09812831
39.13282 	2746	52.40229003
39.14979 	2460	49.59838707
39.16677 	2285	47.80167361
39.18374 	2107	45.90206967
39.20072 	2116	46
39.21769 	1892	43.49712634
39.23467 	1892	43.49712634
39.25164 	1849	43
39.26862 	1823	42.69660408
39.28559 	1772	42.09513036
39.30257 	1772	42.09513036
39.31954 	1706	41.30375286
39.33651 	1739	41.70131892
39.35349 	1722	41.49698784
39.37046 	1706	41.30375286
39.38744 	1697	41.19465985
39.40441 	1714	41.40048309
39.42139 	1747	41.79712909
39.43836 	1815	42.60281681
39.45534 	1739	41.70131892
39.47231 	1858	43.10452412
