3500	10.0000	0.0200    
1531, 2326, 3401, 4613
5241, 4136, 2654, 1890
1949, 2310, 2620, 2148
1343, 676, 377, 255
210, 164, 156, 129
100, 89, 83, 61
72, 63, 45, 61
50, 31, 33, 30
32, 27, 27, 28
35, 37, 27, 24
21, 18, 15, 28
17, 23, 26, 22
23, 16, 20, 18
9, 18, 14, 16
13, 24, 13, 11
16, 10, 14, 14
11, 18, 10, 14
8, 13, 11, 11
9, 17, 5, 12
14, 7, 9, 8
16, 19, 14, 16
7, 18, 10, 20
14, 7, 10, 14
18, 19, 11, 10
7, 12, 7, 13
10, 18, 10, 3
19, 9, 9, 11
15, 9, 11, 7
12, 6, 13, 11
7, 6, 12, 5
8, 10, 14, 14
14, 16, 8, 10
12, 13, 8, 19
9, 4, 9, 7
10, 9, 10, 12
7, 10, 12, 6
7, 13, 11, 7
10, 9, 11, 7
10, 11, 13, 8
15, 11, 10, 8
7, 8, 8, 8
7, 6, 8, 6
11, 8, 7, 6
19, 15, 16, 15
10, 12, 7, 12
13, 14, 10, 13
9, 5, 10, 6
10, 5, 6, 8
7, 5, 16, 7
5, 5, 7, 7
10, 5, 10, 8
15, 12, 9, 4
8, 10, 12, 9
8, 10, 11, 11
7, 12, 15, 8
4, 7, 11, 8
9, 8, 10, 10
7, 17, 14, 12
5, 8, 8, 9
12, 6, 10, 5
7, 11, 4, 10
15, 6, 11, 7
10, 7, 4, 10
8, 8, 16, 13
11, 9, 8, 11
11, 9, 7, 9
6, 7, 11, 12
12, 13, 11, 13
8, 11, 8, 7
11, 15, 9, 9
13, 10, 7, 7
8, 9, 8, 11
8, 10, 7, 15
15, 8, 10, 4
8, 9, 12, 2
6, 3, 14, 8
7, 8, 3, 11
11, 10, 11, 8
10, 11, 3, 5
11, 10, 8, 6
7, 10, 11, 10
3, 6, 6, 11
7, 6, 8, 10
6, 11, 8, 13
8, 5, 6, 3
10, 11, 10, 5
6, 7, 16, 13
5, 10, 5, 9
9, 7, 15, 10
14, 9, 7, 6
7, 12, 9, 10
8, 5, 15, 5
9, 11, 8, 10
6, 11, 8, 7
9, 13, 11, 6
10, 8, 12, 10
8, 8, 9, 8
16, 13, 11, 9
13, 14, 15, 9
15, 19, 19, 10
15, 15, 14, 11
14, 14, 17, 11
20, 19, 26, 24
29, 15, 14, 17
25, 25, 24, 21
31, 25, 30, 30
37, 44, 45, 49
46, 60, 58, 82
85, 91, 102, 115
144, 213, 272, 396
611, 815, 1247, 1667
2429, 2707, 2254, 1368
901, 755, 853, 1125
1319, 1268, 922, 486
312, 198, 137, 108
75, 84, 69, 64
71, 37, 53, 32
29, 33, 31, 33
25, 24, 28, 26
28, 21, 23, 28
21, 16, 12, 8
19, 21, 9, 10
12, 14, 16, 13
9, 11, 12, 10
9, 6, 11, 8
10, 12, 15, 12
12, 14, 9, 10
7, 9, 13, 13
7, 10, 10, 7
14, 9, 10, 11
12, 4, 5, 11
4, 10, 6, 9
10, 6, 12, 9
12, 11, 4, 16
4, 9, 5, 2
10, 6, 7, 8
7, 4, 4, 8
10, 6, 9, 11
9, 6, 10, 6
10, 7, 10, 8
7, 5, 4, 8
9, 5, 6, 8
11, 8, 10, 5
4, 3, 8, 9
7, 6, 7, 9
7, 11, 11, 12
4, 8, 5, 4
12, 3, 10, 6
7, 5, 9, 8
7, 7, 9, 6
7, 6, 3, 11
5, 4, 7, 2
2, 5, 9, 11
6, 6, 5, 4
7, 5, 9, 5
6, 7, 6, 5
8, 4, 4, 8
5, 5, 7, 5
9, 9, 9, 6
3, 4, 8, 5
9, 5, 4, 3
6, 8, 1, 8
3, 11, 5, 5
6, 7, 3, 4
4, 12, 11, 4
8, 3, 3, 9
3, 2, 5, 2
4, 7, 8, 4
4, 5, 4, 5
10, 4, 14, 5
3, 7, 4, 6
4, 1, 6, 13
9, 8, 10, 3
6, 7, 5, 8
5, 4, 7, 4
6, 5, 7, 12
7, 4, 9, 8
2, 3, 5, 5
5, 6, 6, 7
5, 3, 4, 3
4, 3, 6, 5
8, 5, 7, 11
3, 4, 3, 2
9, 10, 4, 6
4, 4, 6, 3
11, 5, 4, 4
8, 10, 5, 6
4, 4, 2, 5
3, 5, 9, 3
4, 10, 6, 8
9, 6, 7, 3
2, 3, 4, 3
4, 3, 6, 6
2, 5, 3, 6
4, 5, 5, 4
8, 5, 7, 6
5, 5, 5, 7
5, 6, 8, 9
1, 8, 2, 8
5, 11, 6, 4
5, 7, 5, 3
8, 9, 3, 5
7, 5, 4, 4
5, 9, 5, 2
10, 4, 3, 4
6, 4, 4, 5
5, 8, 3, 5
10, 7, 4, 5
3, 5, 13, 4
7, 3, 5, 6
4, 5, 3, 7
2, 4, 2, 8
9, 2, 9, 5
7, 6, 5, 6
5, 6, 9, 4
9, 12, 2, 5
5, 4, 9, 4
5, 1, 9, 3
3, 7, 3, 5
11, 8, 6, 4
6, 2, 9, 5
9, 6, 9, 5
3, 8, 3, 8
4, 5, 4, 5
2, 5, 5, 6
7, 1, 2, 8
4, 5, 8, 4
6, 2, 6, 6
8, 4, 6, 4
2, 6, 9, 8
6, 5, 4, 4
5, 8, 9, 6
3, 4, 7, 7
5, 4, 4, 3
9, 3, 1, 6
3, 4, 5, 4
3, 7, 4, 6
4, 6, 3, 4
8, 5, 4, 5
6, 10, 4, 7
5, 8, 6, 6
3, 5, 7, 4
3, 3, 8, 7
1, 10, 5, 10
5, 5, 4, 5
6, 3, 4, 4
3, 4, 8, 3
5, 6, 4, 7
4, 6, 5, 7
7, 6, 7, 5
6, 4, 2, 6
8, 10, 6, 5
11, 6, 1, 6
4, 2, 6, 3
3, 1, 3, 4
3, 4, 6, 8
5, 9, 6, 7
3, 4, 3, 5
3, 3, 4, 6
7, 8, 4, 4
8, 5, 10, 6
4, 7, 3, 7
5, 5, 9, 13
3, 9, 6, 4
15, 8, 9, 9
12, 10, 9, 11
8, 7, 6, 14
15, 7, 11, 5
14, 11, 15, 13
16, 17, 7, 21
16, 21, 27, 28
30, 30, 51, 52
57, 93, 146, 167
266, 395, 499, 588
552, 419, 247, 183
139, 148, 187, 232
241, 265, 274, 185
108, 71, 54, 36
37, 29, 23, 22
14, 14, 22, 18
19, 20, 11, 12
19, 9, 9, 5
8, 9, 12, 10
5, 10, 10, 9
9, 12, 3, 9
10, 5, 5, 13
8, 7, 11, 6
4, 11, 8, 3
6, 6, 8, 7
7, 9, 8, 9
6, 10, 6, 5
11, 7, 7, 7
2, 4, 3, 6
7, 8, 9, 5
1, 8, 7, 7
4, 2, 9, 6
2, 4, 7, 2
8, 4, 7, 12
6, 4, 5, 11
3, 8, 12, 4
2, 9, 2, 9
6, 4, 4, 4
8, 5, 4, 4
11, 8, 4, 4
8, 10, 3, 5
10, 6, 5, 2
4, 12, 1, 7
2, 5, 6, 4
6, 8, 6, 4
10, 8, 3, 3
3, 1, 3, 7
6, 3, 5, 6
6, 7, 7, 4
4, 4, 8, 3
5, 3, 7, 4
3, 10, 7, 13
5, 3, 7, 6
3, 7, 7, 8
7, 2, 4, 3
9, 5, 9, 4
9, 3, 4, 6
6, 4, 3, 4
4, 5, 4, 7
8, 3, 8, 8
8, 5, 1, 4
6, 5, 8, 3
2, 5, 4, 7
4, 9, 6, 7
1, 7, 4, 4
2, 9, 6, 7
11, 7, 7, 7
1, 3, 10, 7
9, 5, 7, 9
4, 2, 2, 6
4, 3, 5, 5
7, 8, 10, 5
6, 5, 7, 6
7, 6, 7, 3
5, 7, 4, 4
5, 7, 6, 11
4, 9, 7, 1
4, 6, 6, 5
4, 6, 7, 8
5, 6, 4, 6
2, 7, 1, 4
4, 9, 4, 12
8, 6, 9, 3
5, 5, 5, 6
5, 4, 7, 11
13, 7, 6, 12
8, 7, 3, 10
12, 7, 5, 9
7, 12, 14, 6
9, 9, 12, 7
8, 14, 11, 13
9, 11, 9, 10
8, 16, 18, 13
10, 11, 21, 10
17, 29, 17, 22
17, 20, 23, 29
20, 42, 35, 33
30, 38, 44, 66
65, 77, 99, 116
165, 215, 389, 489
797, 931, 982, 772
502, 322, 231, 212
192, 235, 270, 404
477, 470, 439, 276
176, 128, 72, 61
58, 52, 35, 26
28, 20, 23, 16
25, 14, 19, 17
18, 21, 20, 20
12, 10, 21, 10
16, 12, 9, 16
13, 14, 12, 7
11, 9, 8, 8
8, 9, 5, 6
5, 10, 8, 5
7, 13, 8, 9
13, 6, 6, 4
8, 5, 8, 8
7, 8, 7, 5
9, 10, 6, 4
7, 9, 8, 8
2, 5, 10, 6
11, 9, 10, 6
4, 10, 7, 10
8, 9, 9, 8
7, 3, 12, 5
3, 9, 6, 7
11, 4, 3, 8
3, 11, 11, 8
5, 5, 9, 6
6, 6, 8, 12
5, 5, 4, 4
10, 6, 7, 9
5, 7, 3, 6
4, 8, 9, 8
4, 6, 6, 6
7, 7, 10, 7
5, 6, 8, 4
6, 4, 8, 5
3, 7, 9, 8
4, 3, 4, 10
7, 5, 10, 5
5, 9, 6, 4
8, 12, 4, 9
13, 12, 8, 6
7, 6, 11, 1
